Relation1,Relation2,Product
"<","<","<"
"<","=","<"
"<",">","< = > l~"
"<","l~","l~"
"=","<","<"
"=","=","="
"=",">",">"
"=","l~","l~"
">","<","< = >"
">","=",">"
">",">",">"
">","l~","> l~"
"l~","<","< l~"
"l~","=","l~"
"l~",">","l~"
"l~","l~","< = > l~"
